corssover_type,selection_type,crossover_propability,mutation_propability,population_size,best_result 
one_point,roulette,0.3,1,20,458
one_point,roulette,0.4,1,20,425
one_point,roulette,0.5,1,20,429
one_point,roulette,0.6,1,20,392
one_point,roulette,0.7,1,20,541
one_point,roulette,0.8,1,20,410
one_point,roulette,0.9,1,20,453
one_point,roulette,1,1,20,478
two_point,roulette,0,0,5,369
two_point,roulette,0.1,0,5,450
two_point,roulette,0.2,0,5,437
two_point,roulette,0.3,0,5,441
two_point,roulette,0.4,0,5,434
two_point,roulette,0.5,0,5,445
two_point,roulette,0.6,0,5,447
two_point,roulette,0.7,0,5,419
two_point,roulette,0.8,0,5,432
two_point,roulette,0.9,0,5,482
two_point,roulette,1,0,5,466
two_point,roulette,0,0.1,5,392
two_point,roulette,0.1,0.1,5,339
two_point,roulette,0.2,0.1,5,379
two_point,roulette,0.3,0.1,5,404
two_point,roulette,0.4,0.1,5,459
two_point,roulette,0.5,0.1,5,400
two_point,roulette,0.6,0.1,5,347
two_point,roulette,0.7,0.1,5,468
two_point,roulette,0.8,0.1,5,428
two_point,roulette,0.9,0.1,5,398
two_point,roulette,1,0.1,5,503
two_point,roulette,0,0.2,5,365
two_point,roulette,0.1,0.2,5,451
two_point,roulette,0.2,0.2,5,447
two_point,roulette,0.3,0.2,5,438
two_point,roulette,0.4,0.2,5,437
two_point,roulette,0.5,0.2,5,450
two_point,roulette,0.6,0.2,5,510
two_point,roulette,0.7,0.2,5,482
two_point,roulette,0.8,0.2,5,477
two_point,roulette,0.9,0.2,5,462
two_point,roulette,1,0.2,5,491
two_point,roulette,0,0.3,5,270
two_point,roulette,0.1,0.3,5,474
two_point,roulette,0.2,0.3,5,407
two_point,roulette,0.3,0.3,5,406
two_point,roulette,0.4,0.3,5,512
two_point,roulette,0.5,0.3,5,476
two_point,roulette,0.6,0.3,5,489
two_point,roulette,0.7,0.3,5,442
two_point,roulette,0.8,0.3,5,506
two_point,roulette,0.9,0.3,5,463
two_point,roulette,1,0.3,5,490
two_point,roulette,0,0.4,5,471
two_point,roulette,0.1,0.4,5,309
two_point,roulette,0.2,0.4,5,486
two_point,roulette,0.3,0.4,5,423
two_point,roulette,0.4,0.4,5,359
two_point,roulette,0.5,0.4,5,473
two_point,roulette,0.6,0.4,5,512
two_point,roulette,0.7,0.4,5,358
two_point,roulette,0.8,0.4,5,421
two_point,roulette,0.9,0.4,5,462
two_point,roulette,1,0.4,5,538
two_point,roulette,0,0.5,5,366
two_point,roulette,0.1,0.5,5,419
two_point,roulette,0.2,0.5,5,417
two_point,roulette,0.3,0.5,5,384
two_point,roulette,0.4,0.5,5,342
two_point,roulette,0.5,0.5,5,400
two_point,roulette,0.6,0.5,5,416
two_point,roulette,0.7,0.5,5,461
two_point,roulette,0.8,0.5,5,503
two_point,roulette,0.9,0.5,5,418
two_point,roulette,1,0.5,5,557
two_point,roulette,0,0.6,5,360
two_point,roulette,0.1,0.6,5,438
two_point,roulette,0.2,0.6,5,473
two_point,roulette,0.3,0.6,5,499
two_point,roulette,0.4,0.6,5,444
two_point,roulette,0.5,0.6,5,459
two_point,roulette,0.6,0.6,5,436
two_point,roulette,0.7,0.6,5,490
two_point,roulette,0.8,0.6,5,471
two_point,roulette,0.9,0.6,5,439
two_point,roulette,1,0.6,5,497
two_point,roulette,0,0.7,5,332
two_point,roulette,0.1,0.7,5,365
two_point,roulette,0.2,0.7,5,380
two_point,roulette,0.3,0.7,5,431
two_point,roulette,0.4,0.7,5,458
two_point,roulette,0.5,0.7,5,445
two_point,roulette,0.6,0.7,5,490
two_point,roulette,0.7,0.7,5,510
two_point,roulette,0.8,0.7,5,368
two_point,roulette,0.9,0.7,5,501
two_point,roulette,1,0.7,5,469
two_point,roulette,0,0.8,5,353
two_point,roulette,0.1,0.8,5,476
two_point,roulette,0.2,0.8,5,409
two_point,roulette,0.3,0.8,5,443
two_point,roulette,0.4,0.8,5,451
two_point,roulette,0.5,0.8,5,456
two_point,roulette,0.6,0.8,5,390
two_point,roulette,0.7,0.8,5,414
two_point,roulette,0.8,0.8,5,492
two_point,roulette,0.9,0.8,5,479
two_point,roulette,1,0.8,5,419
two_point,roulette,0,0.9,5,295
two_point,roulette,0.1,0.9,5,365
two_point,roulette,0.2,0.9,5,352
two_point,roulette,0.3,0.9,5,409
two_point,roulette,0.4,0.9,5,460
two_point,roulette,0.5,0.9,5,538
two_point,roulette,0.6,0.9,5,540
two_point,roulette,0.7,0.9,5,490
two_point,roulette,0.8,0.9,5,475
two_point,roulette,0.9,0.9,5,394
two_point,roulette,1,0.9,5,391
two_point,roulette,0,1,5,316
two_point,roulette,0.1,1,5,478
two_point,roulette,0.2,1,5,434
two_point,roulette,0.3,1,5,456
two_point,roulette,0.4,1,5,483
two_point,roulette,0.5,1,5,503
two_point,roulette,0.6,1,5,442
two_point,roulette,0.7,1,5,455
two_point,roulette,0.8,1,5,498
two_point,roulette,0.9,1,5,489
two_point,roulette,1,1,5,427
two_point,roulette,0,0,10,405
two_point,roulette,0.1,0,10,375
two_point,roulette,0.2,0,10,351
two_point,roulette,0.3,0,10,495
two_point,roulette,0.4,0,10,438
two_point,roulette,0.5,0,10,416
two_point,roulette,0.6,0,10,474
two_point,roulette,0.7,0,10,450
two_point,roulette,0.8,0,10,437
two_point,roulette,0.9,0,10,467
two_point,roulette,1,0,10,385
two_point,roulette,0,0.1,10,335
two_point,roulette,0.1,0.1,10,375
two_point,roulette,0.2,0.1,10,517
two_point,roulette,0.3,0.1,10,441
two_point,roulette,0.4,0.1,10,509
two_point,roulette,0.5,0.1,10,509
two_point,roulette,0.6,0.1,10,445
two_point,roulette,0.7,0.1,10,483
two_point,roulette,0.8,0.1,10,480
two_point,roulette,0.9,0.1,10,434
two_point,roulette,1,0.1,10,472
two_point,roulette,0,0.2,10,358
two_point,roulette,0.1,0.2,10,335
two_point,roulette,0.2,0.2,10,472
two_point,roulette,0.3,0.2,10,466
two_point,roulette,0.4,0.2,10,460
two_point,roulette,0.5,0.2,10,375
two_point,roulette,0.6,0.2,10,512
two_point,roulette,0.7,0.2,10,449
two_point,roulette,0.8,0.2,10,447
two_point,roulette,0.9,0.2,10,430
two_point,roulette,1,0.2,10,564
two_point,roulette,0,0.3,10,309
two_point,roulette,0.1,0.3,10,370
two_point,roulette,0.2,0.3,10,362
two_point,roulette,0.3,0.3,10,363
two_point,roulette,0.4,0.3,10,427
two_point,roulette,0.5,0.3,10,487
two_point,roulette,0.6,0.3,10,395
two_point,roulette,0.7,0.3,10,387
two_point,roulette,0.8,0.3,10,518
two_point,roulette,0.9,0.3,10,478
two_point,roulette,1,0.3,10,479
two_point,roulette,0,0.4,10,359
two_point,roulette,0.1,0.4,10,398
two_point,roulette,0.2,0.4,10,410
two_point,roulette,0.3,0.4,10,401
two_point,roulette,0.4,0.4,10,392
two_point,roulette,0.5,0.4,10,452
two_point,roulette,0.6,0.4,10,455
two_point,roulette,0.7,0.4,10,487
two_point,roulette,0.8,0.4,10,439
two_point,roulette,0.9,0.4,10,525
two_point,roulette,1,0.4,10,486
two_point,roulette,0,0.5,10,348
two_point,roulette,0.1,0.5,10,393
two_point,roulette,0.2,0.5,10,503
two_point,roulette,0.3,0.5,10,522
two_point,roulette,0.4,0.5,10,325
two_point,roulette,0.5,0.5,10,475
two_point,roulette,0.6,0.5,10,461
two_point,roulette,0.7,0.5,10,464
two_point,roulette,0.8,0.5,10,502
two_point,roulette,0.9,0.5,10,477
two_point,roulette,1,0.5,10,469
two_point,roulette,0,0.6,10,289
two_point,roulette,0.1,0.6,10,409
two_point,roulette,0.2,0.6,10,435
two_point,roulette,0.3,0.6,10,442
two_point,roulette,0.4,0.6,10,459
two_point,roulette,0.5,0.6,10,441
two_point,roulette,0.6,0.6,10,484
two_point,roulette,0.7,0.6,10,491
two_point,roulette,0.8,0.6,10,431
two_point,roulette,0.9,0.6,10,493
two_point,roulette,1,0.6,10,382
two_point,roulette,0,0.7,10,290
two_point,roulette,0.1,0.7,10,472
two_point,roulette,0.2,0.7,10,430
two_point,roulette,0.3,0.7,10,375
two_point,roulette,0.4,0.7,10,465
two_point,roulette,0.5,0.7,10,464
two_point,roulette,0.6,0.7,10,407
two_point,roulette,0.7,0.7,10,493
two_point,roulette,0.8,0.7,10,442
two_point,roulette,0.9,0.7,10,376
two_point,roulette,1,0.7,10,502
two_point,roulette,0,0.8,10,375
two_point,roulette,0.1,0.8,10,418
two_point,roulette,0.2,0.8,10,405
two_point,roulette,0.3,0.8,10,445
two_point,roulette,0.4,0.8,10,446
two_point,roulette,0.5,0.8,10,520
two_point,roulette,0.6,0.8,10,511
two_point,roulette,0.7,0.8,10,472
two_point,roulette,0.8,0.8,10,438
two_point,roulette,0.9,0.8,10,464
two_point,roulette,1,0.8,10,407
two_point,roulette,0,0.9,10,393
two_point,roulette,0.1,0.9,10,420
two_point,roulette,0.2,0.9,10,441
two_point,roulette,0.3,0.9,10,483
two_point,roulette,0.4,0.9,10,421
two_point,roulette,0.5,0.9,10,448
two_point,roulette,0.6,0.9,10,535
two_point,roulette,0.7,0.9,10,475
two_point,roulette,0.8,0.9,10,454
two_point,roulette,0.9,0.9,10,435
two_point,roulette,1,0.9,10,512
two_point,roulette,0,1,10,320
two_point,roulette,0.1,1,10,372
two_point,roulette,0.2,1,10,441
two_point,roulette,0.3,1,10,513
two_point,roulette,0.4,1,10,441
two_point,roulette,0.5,1,10,474
two_point,roulette,0.6,1,10,517
two_point,roulette,0.7,1,10,417
two_point,roulette,0.8,1,10,516
two_point,roulette,0.9,1,10,419
two_point,roulette,1,1,10,499
two_point,roulette,0,0,15,455
two_point,roulette,0.1,0,15,455
two_point,roulette,0.2,0,15,394
two_point,roulette,0.3,0,15,461
two_point,roulette,0.4,0,15,428
two_point,roulette,0.5,0,15,439
two_point,roulette,0.6,0,15,412
two_point,roulette,0.7,0,15,496
two_point,roulette,0.8,0,15,518
two_point,roulette,0.9,0,15,459
two_point,roulette,1,0,15,487
two_point,roulette,0,0.1,15,371
two_point,roulette,0.1,0.1,15,462
two_point,roulette,0.2,0.1,15,361
two_point,roulette,0.3,0.1,15,472
two_point,roulette,0.4,0.1,15,426
two_point,roulette,0.5,0.1,15,437
two_point,roulette,0.6,0.1,15,444
two_point,roulette,0.7,0.1,15,467
two_point,roulette,0.8,0.1,15,451
two_point,roulette,0.9,0.1,15,460
two_point,roulette,1,0.1,15,479
two_point,roulette,0,0.2,15,409
two_point,roulette,0.1,0.2,15,438
two_point,roulette,0.2,0.2,15,358
two_point,roulette,0.3,0.2,15,365
two_point,roulette,0.4,0.2,15,414
two_point,roulette,0.5,0.2,15,437
two_point,roulette,0.6,0.2,15,369
two_point,roulette,0.7,0.2,15,451
two_point,roulette,0.8,0.2,15,438
two_point,roulette,0.9,0.2,15,452
two_point,roulette,1,0.2,15,520
two_point,roulette,0,0.3,15,374
two_point,roulette,0.1,0.3,15,333
two_point,roulette,0.2,0.3,15,462
two_point,roulette,0.3,0.3,15,438
two_point,roulette,0.4,0.3,15,365
two_point,roulette,0.5,0.3,15,456
two_point,roulette,0.6,0.3,15,500
two_point,roulette,0.7,0.3,15,462
two_point,roulette,0.8,0.3,15,501
two_point,roulette,0.9,0.3,15,489
two_point,roulette,1,0.3,15,425
two_point,roulette,0,0.4,15,401
two_point,roulette,0.1,0.4,15,364
two_point,roulette,0.2,0.4,15,503
two_point,roulette,0.3,0.4,15,497
two_point,roulette,0.4,0.4,15,419
two_point,roulette,0.5,0.4,15,430
two_point,roulette,0.6,0.4,15,447
two_point,roulette,0.7,0.4,15,448
two_point,roulette,0.8,0.4,15,503
two_point,roulette,0.9,0.4,15,382
two_point,roulette,1,0.4,15,408
two_point,roulette,0,0.5,15,301
two_point,roulette,0.1,0.5,15,363
two_point,roulette,0.2,0.5,15,363
two_point,roulette,0.3,0.5,15,400
two_point,roulette,0.4,0.5,15,424
two_point,roulette,0.5,0.5,15,464
two_point,roulette,0.6,0.5,15,512
two_point,roulette,0.7,0.5,15,518
two_point,roulette,0.8,0.5,15,369
two_point,roulette,0.9,0.5,15,440
two_point,roulette,1,0.5,15,489
two_point,roulette,0,0.6,15,351
two_point,roulette,0.1,0.6,15,400
two_point,roulette,0.2,0.6,15,447
two_point,roulette,0.3,0.6,15,421
two_point,roulette,0.4,0.6,15,409
two_point,roulette,0.5,0.6,15,393
two_point,roulette,0.6,0.6,15,468
two_point,roulette,0.7,0.6,15,484
two_point,roulette,0.8,0.6,15,464
two_point,roulette,0.9,0.6,15,457
two_point,roulette,1,0.6,15,517
two_point,roulette,0,0.7,15,350
two_point,roulette,0.1,0.7,15,376
two_point,roulette,0.2,0.7,15,471
two_point,roulette,0.3,0.7,15,453
two_point,roulette,0.4,0.7,15,428
two_point,roulette,0.5,0.7,15,512
two_point,roulette,0.6,0.7,15,415
two_point,roulette,0.7,0.7,15,456
two_point,roulette,0.8,0.7,15,434
two_point,roulette,0.9,0.7,15,414
two_point,roulette,1,0.7,15,501
two_point,roulette,0,0.8,15,318
two_point,roulette,0.1,0.8,15,491
two_point,roulette,0.2,0.8,15,440
two_point,roulette,0.3,0.8,15,452
two_point,roulette,0.4,0.8,15,397
two_point,roulette,0.5,0.8,15,495
two_point,roulette,0.6,0.8,15,451
two_point,roulette,0.7,0.8,15,452
two_point,roulette,0.8,0.8,15,460
two_point,roulette,0.9,0.8,15,534
two_point,roulette,1,0.8,15,488
two_point,roulette,0,0.9,15,320
two_point,roulette,0.1,0.9,15,404
two_point,roulette,0.2,0.9,15,391
two_point,roulette,0.3,0.9,15,477
two_point,roulette,0.4,0.9,15,484
two_point,roulette,0.5,0.9,15,475
two_point,roulette,0.6,0.9,15,441
two_point,roulette,0.7,0.9,15,533
two_point,roulette,0.8,0.9,15,433
two_point,roulette,0.9,0.9,15,393
two_point,roulette,1,0.9,15,464
two_point,roulette,0,1,15,335
two_point,roulette,0.1,1,15,495
two_point,roulette,0.2,1,15,476
two_point,roulette,0.3,1,15,427
two_point,roulette,0.4,1,15,392
two_point,roulette,0.5,1,15,406
two_point,roulette,0.6,1,15,548
two_point,roulette,0.7,1,15,465
two_point,roulette,0.8,1,15,425
two_point,roulette,0.9,1,15,477
two_point,roulette,1,1,15,485
two_point,roulette,0,0,20,370
two_point,roulette,0.1,0,20,445
two_point,roulette,0.2,0,20,481
two_point,roulette,0.3,0,20,411
two_point,roulette,0.4,0,20,516
two_point,roulette,0.5,0,20,469
two_point,roulette,0.6,0,20,455
two_point,roulette,0.7,0,20,461
two_point,roulette,0.8,0,20,490
two_point,roulette,0.9,0,20,500
two_point,roulette,1,0,20,461
two_point,roulette,0,0.1,20,390
two_point,roulette,0.1,0.1,20,413
two_point,roulette,0.2,0.1,20,388
two_point,roulette,0.3,0.1,20,381
two_point,roulette,0.4,0.1,20,432
two_point,roulette,0.5,0.1,20,519
two_point,roulette,0.6,0.1,20,434
two_point,roulette,0.7,0.1,20,513
two_point,roulette,0.8,0.1,20,554
two_point,roulette,0.9,0.1,20,465
two_point,roulette,1,0.1,20,456
two_point,roulette,0,0.2,20,352
two_point,roulette,0.1,0.2,20,392
two_point,roulette,0.2,0.2,20,416
two_point,roulette,0.3,0.2,20,486
two_point,roulette,0.4,0.2,20,472
two_point,roulette,0.5,0.2,20,480
two_point,roulette,0.6,0.2,20,378
two_point,roulette,0.7,0.2,20,493
two_point,roulette,0.8,0.2,20,481
two_point,roulette,0.9,0.2,20,451
two_point,roulette,1,0.2,20,436
two_point,roulette,0,0.3,20,377
two_point,roulette,0.1,0.3,20,500
two_point,roulette,0.2,0.3,20,421
two_point,roulette,0.3,0.3,20,449
two_point,roulette,0.4,0.3,20,450
two_point,roulette,0.5,0.3,20,476
two_point,roulette,0.6,0.3,20,441
two_point,roulette,0.7,0.3,20,430
two_point,roulette,0.8,0.3,20,480
two_point,roulette,0.9,0.3,20,472
two_point,roulette,1,0.3,20,441
two_point,roulette,0,0.4,20,346
two_point,roulette,0.1,0.4,20,363
two_point,roulette,0.2,0.4,20,418
two_point,roulette,0.3,0.4,20,490
two_point,roulette,0.4,0.4,20,411
two_point,roulette,0.5,0.4,20,448
two_point,roulette,0.6,0.4,20,403
two_point,roulette,0.7,0.4,20,460
two_point,roulette,0.8,0.4,20,409
two_point,roulette,0.9,0.4,20,462
two_point,roulette,1,0.4,20,475
two_point,roulette,0,0.5,20,404
two_point,roulette,0.1,0.5,20,489
two_point,roulette,0.2,0.5,20,458
two_point,roulette,0.3,0.5,20,360
two_point,roulette,0.4,0.5,20,438
two_point,roulette,0.5,0.5,20,470
two_point,roulette,0.6,0.5,20,533
two_point,roulette,0.7,0.5,20,537
two_point,roulette,0.8,0.5,20,507
two_point,roulette,0.9,0.5,20,525
two_point,roulette,1,0.5,20,454
two_point,roulette,0,0.6,20,371
two_point,roulette,0.1,0.6,20,450
two_point,roulette,0.2,0.6,20,443
two_point,roulette,0.3,0.6,20,369
two_point,roulette,0.4,0.6,20,428
two_point,roulette,0.5,0.6,20,475
two_point,roulette,0.6,0.6,20,408
two_point,roulette,0.7,0.6,20,471
two_point,roulette,0.8,0.6,20,502
two_point,roulette,0.9,0.6,20,477
two_point,roulette,1,0.6,20,434
two_point,roulette,0,0.7,20,329
two_point,roulette,0.1,0.7,20,367
two_point,roulette,0.2,0.7,20,357
two_point,roulette,0.3,0.7,20,360
two_point,roulette,0.4,0.7,20,385
two_point,roulette,0.5,0.7,20,443
two_point,roulette,0.6,0.7,20,515
two_point,roulette,0.7,0.7,20,406
two_point,roulette,0.8,0.7,20,433
two_point,roulette,0.9,0.7,20,499
two_point,roulette,1,0.7,20,462
two_point,roulette,0,0.8,20,372
two_point,roulette,0.1,0.8,20,400
two_point,roulette,0.2,0.8,20,441
two_point,roulette,0.3,0.8,20,423
two_point,roulette,0.4,0.8,20,471
two_point,roulette,0.5,0.8,20,450
two_point,roulette,0.6,0.8,20,518
two_point,roulette,0.7,0.8,20,354
two_point,roulette,0.8,0.8,20,497
two_point,roulette,0.9,0.8,20,429
two_point,roulette,1,0.8,20,455
two_point,roulette,0,0.9,20,338
two_point,roulette,0.1,0.9,20,437
two_point,roulette,0.2,0.9,20,411
two_point,roulette,0.3,0.9,20,406
two_point,roulette,0.4,0.9,20,511
two_point,roulette,0.5,0.9,20,380
two_point,roulette,0.6,0.9,20,379
two_point,roulette,0.7,0.9,20,441
two_point,roulette,0.8,0.9,20,409
two_point,roulette,0.9,0.9,20,415
two_point,roulette,1,0.9,20,451
two_point,roulette,0,1,20,409
two_point,roulette,0.1,1,20,384
two_point,roulette,0.2,1,20,495
two_point,roulette,0.3,1,20,508
two_point,roulette,0.4,1,20,462
two_point,roulette,0.5,1,20,520
two_point,roulette,0.6,1,20,504
two_point,roulette,0.7,1,20,420
two_point,roulette,0.8,1,20,488
two_point,roulette,0.9,1,20,421
two_point,roulette,1,1,20,505
