corssover_type,selection_type,crossover_propability,mutation_propability,population_size,best_result 
two_point,tournament,0.5,1,10,495
two_point,tournament,0.6,1,10,428
two_point,tournament,0.7,1,10,506
two_point,tournament,0.8,1,10,513
two_point,tournament,0.9,1,10,468
two_point,tournament,1,1,10,514
two_point,tournament,0,0,15,403
two_point,tournament,0.1,0,15,354
two_point,tournament,0.2,0,15,409
two_point,tournament,0.3,0,15,400
two_point,tournament,0.4,0,15,406
two_point,tournament,0.5,0,15,430
two_point,tournament,0.6,0,15,520
two_point,tournament,0.7,0,15,519
two_point,tournament,0.8,0,15,481
two_point,tournament,0.9,0,15,512
two_point,tournament,1,0,15,528
two_point,tournament,0,0.1,15,307
two_point,tournament,0.1,0.1,15,406
two_point,tournament,0.2,0.1,15,501
two_point,tournament,0.3,0.1,15,472
two_point,tournament,0.4,0.1,15,363
two_point,tournament,0.5,0.1,15,519
two_point,tournament,0.6,0.1,15,497
two_point,tournament,0.7,0.1,15,495
two_point,tournament,0.8,0.1,15,527
two_point,tournament,0.9,0.1,15,428
two_point,tournament,1,0.1,15,487
two_point,tournament,0,0.2,15,329
two_point,tournament,0.1,0.2,15,364
two_point,tournament,0.2,0.2,15,476
two_point,tournament,0.3,0.2,15,416
two_point,tournament,0.4,0.2,15,453
two_point,tournament,0.5,0.2,15,471
two_point,tournament,0.6,0.2,15,495
two_point,tournament,0.7,0.2,15,493
two_point,tournament,0.8,0.2,15,409
two_point,tournament,0.9,0.2,15,492
two_point,tournament,1,0.2,15,507
two_point,tournament,0,0.3,15,315
two_point,tournament,0.1,0.3,15,370
two_point,tournament,0.2,0.3,15,406
two_point,tournament,0.3,0.3,15,457
two_point,tournament,0.4,0.3,15,482
two_point,tournament,0.5,0.3,15,542
two_point,tournament,0.6,0.3,15,428
two_point,tournament,0.7,0.3,15,516
two_point,tournament,0.8,0.3,15,394
two_point,tournament,0.9,0.3,15,499
two_point,tournament,1,0.3,15,480
two_point,tournament,0,0.4,15,363
two_point,tournament,0.1,0.4,15,418
two_point,tournament,0.2,0.4,15,388
two_point,tournament,0.3,0.4,15,471
two_point,tournament,0.4,0.4,15,463
two_point,tournament,0.5,0.4,15,493
two_point,tournament,0.6,0.4,15,540
two_point,tournament,0.7,0.4,15,493
two_point,tournament,0.8,0.4,15,488
two_point,tournament,0.9,0.4,15,514
two_point,tournament,1,0.4,15,475
two_point,tournament,0,0.5,15,416
two_point,tournament,0.1,0.5,15,394
two_point,tournament,0.2,0.5,15,415
two_point,tournament,0.3,0.5,15,372
two_point,tournament,0.4,0.5,15,533
two_point,tournament,0.5,0.5,15,371
two_point,tournament,0.6,0.5,15,473
two_point,tournament,0.7,0.5,15,511
two_point,tournament,0.8,0.5,15,525
two_point,tournament,0.9,0.5,15,488
two_point,tournament,1,0.5,15,456
two_point,tournament,0,0.6,15,397
two_point,tournament,0.1,0.6,15,406
two_point,tournament,0.2,0.6,15,356
two_point,tournament,0.3,0.6,15,415
two_point,tournament,0.4,0.6,15,481
two_point,tournament,0.5,0.6,15,411
two_point,tournament,0.6,0.6,15,457
two_point,tournament,0.7,0.6,15,461
two_point,tournament,0.8,0.6,15,513
two_point,tournament,0.9,0.6,15,474
two_point,tournament,1,0.6,15,448
two_point,tournament,0,0.7,15,266
two_point,tournament,0.1,0.7,15,391
two_point,tournament,0.2,0.7,15,411
two_point,tournament,0.3,0.7,15,403
two_point,tournament,0.4,0.7,15,519
two_point,tournament,0.5,0.7,15,503
two_point,tournament,0.6,0.7,15,425
two_point,tournament,0.7,0.7,15,458
two_point,tournament,0.8,0.7,15,519
two_point,tournament,0.9,0.7,15,490
two_point,tournament,1,0.7,15,516
two_point,tournament,0,0.8,15,404
two_point,tournament,0.1,0.8,15,361
two_point,tournament,0.2,0.8,15,448
two_point,tournament,0.3,0.8,15,423
two_point,tournament,0.4,0.8,15,395
two_point,tournament,0.5,0.8,15,437
two_point,tournament,0.6,0.8,15,419
two_point,tournament,0.7,0.8,15,530
two_point,tournament,0.8,0.8,15,476
two_point,tournament,0.9,0.8,15,528
two_point,tournament,1,0.8,15,547
two_point,tournament,0,0.9,15,330
two_point,tournament,0.1,0.9,15,380
two_point,tournament,0.2,0.9,15,439
two_point,tournament,0.3,0.9,15,479
two_point,tournament,0.4,0.9,15,406
two_point,tournament,0.5,0.9,15,410
two_point,tournament,0.6,0.9,15,467
two_point,tournament,0.7,0.9,15,472
two_point,tournament,0.8,0.9,15,481
two_point,tournament,0.9,0.9,15,548
two_point,tournament,1,0.9,15,475
two_point,tournament,0,1,15,387
two_point,tournament,0.1,1,15,386
two_point,tournament,0.2,1,15,448
two_point,tournament,0.3,1,15,403
two_point,tournament,0.4,1,15,493
two_point,tournament,0.5,1,15,389
two_point,tournament,0.6,1,15,465
two_point,tournament,0.7,1,15,511
two_point,tournament,0.8,1,15,550
two_point,tournament,0.9,1,15,494
two_point,tournament,1,1,15,443
two_point,tournament,0,0,20,377
two_point,tournament,0.1,0,20,362
two_point,tournament,0.2,0,20,401
two_point,tournament,0.3,0,20,444
two_point,tournament,0.4,0,20,471
two_point,tournament,0.5,0,20,463
two_point,tournament,0.6,0,20,511
two_point,tournament,0.7,0,20,537
two_point,tournament,0.8,0,20,414
two_point,tournament,0.9,0,20,463
two_point,tournament,1,0,20,488
two_point,tournament,0,0.1,20,325
two_point,tournament,0.1,0.1,20,403
two_point,tournament,0.2,0.1,20,384
two_point,tournament,0.3,0.1,20,483
two_point,tournament,0.4,0.1,20,466
two_point,tournament,0.5,0.1,20,461
two_point,tournament,0.6,0.1,20,443
two_point,tournament,0.7,0.1,20,456
two_point,tournament,0.8,0.1,20,542
two_point,tournament,0.9,0.1,20,529
two_point,tournament,1,0.1,20,553
two_point,tournament,0,0.2,20,349
two_point,tournament,0.1,0.2,20,446
two_point,tournament,0.2,0.2,20,361
two_point,tournament,0.3,0.2,20,433
two_point,tournament,0.4,0.2,20,436
two_point,tournament,0.5,0.2,20,494
two_point,tournament,0.6,0.2,20,425
two_point,tournament,0.7,0.2,20,425
two_point,tournament,0.8,0.2,20,459
two_point,tournament,0.9,0.2,20,513
two_point,tournament,1,0.2,20,424
two_point,tournament,0,0.3,20,353
two_point,tournament,0.1,0.3,20,448
two_point,tournament,0.2,0.3,20,393
two_point,tournament,0.3,0.3,20,399
two_point,tournament,0.4,0.3,20,451
two_point,tournament,0.5,0.3,20,411
two_point,tournament,0.6,0.3,20,518
two_point,tournament,0.7,0.3,20,438
two_point,tournament,0.8,0.3,20,420
two_point,tournament,0.9,0.3,20,476
two_point,tournament,1,0.3,20,502
two_point,tournament,0,0.4,20,314
two_point,tournament,0.1,0.4,20,417
two_point,tournament,0.2,0.4,20,402
two_point,tournament,0.3,0.4,20,397
two_point,tournament,0.4,0.4,20,461
two_point,tournament,0.5,0.4,20,432
two_point,tournament,0.6,0.4,20,464
two_point,tournament,0.7,0.4,20,522
two_point,tournament,0.8,0.4,20,477
two_point,tournament,0.9,0.4,20,463
two_point,tournament,1,0.4,20,458
two_point,tournament,0,0.5,20,392
two_point,tournament,0.1,0.5,20,393
two_point,tournament,0.2,0.5,20,488
two_point,tournament,0.3,0.5,20,438
two_point,tournament,0.4,0.5,20,393
two_point,tournament,0.5,0.5,20,486
two_point,tournament,0.6,0.5,20,414
two_point,tournament,0.7,0.5,20,488
two_point,tournament,0.8,0.5,20,534
two_point,tournament,0.9,0.5,20,516
two_point,tournament,1,0.5,20,565
two_point,tournament,0,0.6,20,296
two_point,tournament,0.1,0.6,20,345
two_point,tournament,0.2,0.6,20,456
two_point,tournament,0.3,0.6,20,389
two_point,tournament,0.4,0.6,20,391
two_point,tournament,0.5,0.6,20,481
two_point,tournament,0.6,0.6,20,384
two_point,tournament,0.7,0.6,20,454
two_point,tournament,0.8,0.6,20,495
two_point,tournament,0.9,0.6,20,455
two_point,tournament,1,0.6,20,521
two_point,tournament,0,0.7,20,481
two_point,tournament,0.1,0.7,20,422
two_point,tournament,0.2,0.7,20,428
two_point,tournament,0.3,0.7,20,365
two_point,tournament,0.4,0.7,20,439
two_point,tournament,0.5,0.7,20,416
two_point,tournament,0.6,0.7,20,493
two_point,tournament,0.7,0.7,20,429
two_point,tournament,0.8,0.7,20,488
two_point,tournament,0.9,0.7,20,459
two_point,tournament,1,0.7,20,544
two_point,tournament,0,0.8,20,355
two_point,tournament,0.1,0.8,20,387
two_point,tournament,0.2,0.8,20,380
two_point,tournament,0.3,0.8,20,373
two_point,tournament,0.4,0.8,20,454
two_point,tournament,0.5,0.8,20,391
two_point,tournament,0.6,0.8,20,463
two_point,tournament,0.7,0.8,20,526
two_point,tournament,0.8,0.8,20,554
two_point,tournament,0.9,0.8,20,497
two_point,tournament,1,0.8,20,552
two_point,tournament,0,0.9,20,350
two_point,tournament,0.1,0.9,20,352
two_point,tournament,0.2,0.9,20,464
two_point,tournament,0.3,0.9,20,506
two_point,tournament,0.4,0.9,20,431
two_point,tournament,0.5,0.9,20,459
two_point,tournament,0.6,0.9,20,424
two_point,tournament,0.7,0.9,20,491
two_point,tournament,0.8,0.9,20,501
two_point,tournament,0.9,0.9,20,489
two_point,tournament,1,0.9,20,510
two_point,tournament,0,1,20,378
two_point,tournament,0.1,1,20,408
two_point,tournament,0.2,1,20,500
two_point,tournament,0.3,1,20,409
two_point,tournament,0.4,1,20,373
two_point,tournament,0.5,1,20,427
two_point,tournament,0.6,1,20,481
two_point,tournament,0.7,1,20,507
two_point,tournament,0.8,1,20,530
two_point,tournament,0.9,1,20,334
two_point,tournament,1,1,20,488
one_point,roulette,0,0,5,374
one_point,roulette,0.1,0,5,447
one_point,roulette,0.2,0,5,490
one_point,roulette,0.3,0,5,373
one_point,roulette,0.4,0,5,436
one_point,roulette,0.5,0,5,366
one_point,roulette,0.6,0,5,398
one_point,roulette,0.7,0,5,456
one_point,roulette,0.8,0,5,458
one_point,roulette,0.9,0,5,494
one_point,roulette,1,0,5,464
one_point,roulette,0,0.1,5,387
one_point,roulette,0.1,0.1,5,410
one_point,roulette,0.2,0.1,5,432
one_point,roulette,0.3,0.1,5,380
one_point,roulette,0.4,0.1,5,482
one_point,roulette,0.5,0.1,5,466
one_point,roulette,0.6,0.1,5,463
one_point,roulette,0.7,0.1,5,420
one_point,roulette,0.8,0.1,5,412
one_point,roulette,0.9,0.1,5,407
one_point,roulette,1,0.1,5,415
one_point,roulette,0,0.2,5,369
one_point,roulette,0.1,0.2,5,415
one_point,roulette,0.2,0.2,5,517
one_point,roulette,0.3,0.2,5,416
one_point,roulette,0.4,0.2,5,448
one_point,roulette,0.5,0.2,5,414
one_point,roulette,0.6,0.2,5,353
one_point,roulette,0.7,0.2,5,490
one_point,roulette,0.8,0.2,5,467
one_point,roulette,0.9,0.2,5,534
one_point,roulette,1,0.2,5,458
one_point,roulette,0,0.3,5,338
one_point,roulette,0.1,0.3,5,440
one_point,roulette,0.2,0.3,5,396
one_point,roulette,0.3,0.3,5,403
one_point,roulette,0.4,0.3,5,535
one_point,roulette,0.5,0.3,5,458
one_point,roulette,0.6,0.3,5,428
one_point,roulette,0.7,0.3,5,493
one_point,roulette,0.8,0.3,5,471
one_point,roulette,0.9,0.3,5,525
one_point,roulette,1,0.3,5,369
one_point,roulette,0,0.4,5,353
one_point,roulette,0.1,0.4,5,321
one_point,roulette,0.2,0.4,5,344
one_point,roulette,0.3,0.4,5,420
one_point,roulette,0.4,0.4,5,489
one_point,roulette,0.5,0.4,5,407
one_point,roulette,0.6,0.4,5,440
one_point,roulette,0.7,0.4,5,456
one_point,roulette,0.8,0.4,5,450
one_point,roulette,0.9,0.4,5,409
one_point,roulette,1,0.4,5,467
one_point,roulette,0,0.5,5,325
one_point,roulette,0.1,0.5,5,353
one_point,roulette,0.2,0.5,5,444
one_point,roulette,0.3,0.5,5,440
one_point,roulette,0.4,0.5,5,437
one_point,roulette,0.5,0.5,5,430
one_point,roulette,0.6,0.5,5,482
one_point,roulette,0.7,0.5,5,412
one_point,roulette,0.8,0.5,5,419
one_point,roulette,0.9,0.5,5,438
one_point,roulette,1,0.5,5,402
one_point,roulette,0,0.6,5,311
one_point,roulette,0.1,0.6,5,392
one_point,roulette,0.2,0.6,5,470
one_point,roulette,0.3,0.6,5,402
one_point,roulette,0.4,0.6,5,464
one_point,roulette,0.5,0.6,5,440
one_point,roulette,0.6,0.6,5,461
one_point,roulette,0.7,0.6,5,506
one_point,roulette,0.8,0.6,5,478
one_point,roulette,0.9,0.6,5,531
one_point,roulette,1,0.6,5,466
one_point,roulette,0,0.7,5,399
one_point,roulette,0.1,0.7,5,329
one_point,roulette,0.2,0.7,5,353
one_point,roulette,0.3,0.7,5,405
one_point,roulette,0.4,0.7,5,458
one_point,roulette,0.5,0.7,5,517
one_point,roulette,0.6,0.7,5,473
one_point,roulette,0.7,0.7,5,482
one_point,roulette,0.8,0.7,5,516
one_point,roulette,0.9,0.7,5,447
one_point,roulette,1,0.7,5,421
one_point,roulette,0,0.8,5,431
one_point,roulette,0.1,0.8,5,422
one_point,roulette,0.2,0.8,5,338
one_point,roulette,0.3,0.8,5,313
one_point,roulette,0.4,0.8,5,455
one_point,roulette,0.5,0.8,5,366
one_point,roulette,0.6,0.8,5,423
one_point,roulette,0.7,0.8,5,444
one_point,roulette,0.8,0.8,5,459
one_point,roulette,0.9,0.8,5,384
one_point,roulette,1,0.8,5,406
one_point,roulette,0,0.9,5,294
one_point,roulette,0.1,0.9,5,428
one_point,roulette,0.2,0.9,5,472
one_point,roulette,0.3,0.9,5,436
one_point,roulette,0.4,0.9,5,475
one_point,roulette,0.5,0.9,5,435
one_point,roulette,0.6,0.9,5,506
one_point,roulette,0.7,0.9,5,417
one_point,roulette,0.8,0.9,5,480
one_point,roulette,0.9,0.9,5,455
one_point,roulette,1,0.9,5,349
one_point,roulette,0,1,5,327
one_point,roulette,0.1,1,5,340
one_point,roulette,0.2,1,5,453
one_point,roulette,0.3,1,5,377
one_point,roulette,0.4,1,5,496
one_point,roulette,0.5,1,5,418
one_point,roulette,0.6,1,5,447
one_point,roulette,0.7,1,5,441
one_point,roulette,0.8,1,5,495
one_point,roulette,0.9,1,5,433
one_point,roulette,1,1,5,443
one_point,roulette,0,0,10,388
one_point,roulette,0.1,0,10,402
one_point,roulette,0.2,0,10,479
one_point,roulette,0.3,0,10,392
one_point,roulette,0.4,0,10,467
one_point,roulette,0.5,0,10,414
one_point,roulette,0.6,0,10,356
one_point,roulette,0.7,0,10,476
one_point,roulette,0.8,0,10,429
one_point,roulette,0.9,0,10,463
one_point,roulette,1,0,10,474
one_point,roulette,0,0.1,10,311
one_point,roulette,0.1,0.1,10,424
one_point,roulette,0.2,0.1,10,455
one_point,roulette,0.3,0.1,10,418
one_point,roulette,0.4,0.1,10,398
one_point,roulette,0.5,0.1,10,457
one_point,roulette,0.6,0.1,10,455
one_point,roulette,0.7,0.1,10,445
one_point,roulette,0.8,0.1,10,421
one_point,roulette,0.9,0.1,10,458
one_point,roulette,1,0.1,10,506
one_point,roulette,0,0.2,10,373
one_point,roulette,0.1,0.2,10,420
one_point,roulette,0.2,0.2,10,442
one_point,roulette,0.3,0.2,10,393
one_point,roulette,0.4,0.2,10,463
one_point,roulette,0.5,0.2,10,409
one_point,roulette,0.6,0.2,10,454
one_point,roulette,0.7,0.2,10,497
one_point,roulette,0.8,0.2,10,522
one_point,roulette,0.9,0.2,10,494
one_point,roulette,1,0.2,10,436
one_point,roulette,0,0.3,10,376
one_point,roulette,0.1,0.3,10,393
one_point,roulette,0.2,0.3,10,471
one_point,roulette,0.3,0.3,10,461
one_point,roulette,0.4,0.3,10,516
one_point,roulette,0.5,0.3,10,404
one_point,roulette,0.6,0.3,10,455
one_point,roulette,0.7,0.3,10,488
one_point,roulette,0.8,0.3,10,469
one_point,roulette,0.9,0.3,10,502
one_point,roulette,1,0.3,10,438
one_point,roulette,0,0.4,10,419
one_point,roulette,0.1,0.4,10,405
one_point,roulette,0.2,0.4,10,413
one_point,roulette,0.3,0.4,10,395
one_point,roulette,0.4,0.4,10,320
one_point,roulette,0.5,0.4,10,536
one_point,roulette,0.6,0.4,10,478
one_point,roulette,0.7,0.4,10,446
one_point,roulette,0.8,0.4,10,449
one_point,roulette,0.9,0.4,10,428
one_point,roulette,1,0.4,10,440
one_point,roulette,0,0.5,10,320
one_point,roulette,0.1,0.5,10,449
one_point,roulette,0.2,0.5,10,427
one_point,roulette,0.3,0.5,10,366
one_point,roulette,0.4,0.5,10,439
one_point,roulette,0.5,0.5,10,447
one_point,roulette,0.6,0.5,10,513
one_point,roulette,0.7,0.5,10,449
one_point,roulette,0.8,0.5,10,409
one_point,roulette,0.9,0.5,10,506
one_point,roulette,1,0.5,10,472
one_point,roulette,0,0.6,10,300
one_point,roulette,0.1,0.6,10,403
one_point,roulette,0.2,0.6,10,438
one_point,roulette,0.3,0.6,10,491
one_point,roulette,0.4,0.6,10,429
one_point,roulette,0.5,0.6,10,438
one_point,roulette,0.6,0.6,10,410
one_point,roulette,0.7,0.6,10,445
one_point,roulette,0.8,0.6,10,366
one_point,roulette,0.9,0.6,10,441
one_point,roulette,1,0.6,10,394
one_point,roulette,0,0.7,10,421
one_point,roulette,0.1,0.7,10,451
one_point,roulette,0.2,0.7,10,416
one_point,roulette,0.3,0.7,10,398
one_point,roulette,0.4,0.7,10,441
one_point,roulette,0.5,0.7,10,515
one_point,roulette,0.6,0.7,10,346
one_point,roulette,0.7,0.7,10,465
one_point,roulette,0.8,0.7,10,426
one_point,roulette,0.9,0.7,10,487
one_point,roulette,1,0.7,10,489
one_point,roulette,0,0.8,10,286
one_point,roulette,0.1,0.8,10,371
one_point,roulette,0.2,0.8,10,431
one_point,roulette,0.3,0.8,10,451
one_point,roulette,0.4,0.8,10,438
one_point,roulette,0.5,0.8,10,399
one_point,roulette,0.6,0.8,10,433
one_point,roulette,0.7,0.8,10,510
one_point,roulette,0.8,0.8,10,511
one_point,roulette,0.9,0.8,10,426
one_point,roulette,1,0.8,10,482
one_point,roulette,0,0.9,10,311
one_point,roulette,0.1,0.9,10,427
one_point,roulette,0.2,0.9,10,386
one_point,roulette,0.3,0.9,10,386
one_point,roulette,0.4,0.9,10,480
one_point,roulette,0.5,0.9,10,431
one_point,roulette,0.6,0.9,10,477
one_point,roulette,0.7,0.9,10,447
one_point,roulette,0.8,0.9,10,477
one_point,roulette,0.9,0.9,10,413
one_point,roulette,1,0.9,10,515
one_point,roulette,0,1,10,295
one_point,roulette,0.1,1,10,398
one_point,roulette,0.2,1,10,351
one_point,roulette,0.3,1,10,423
one_point,roulette,0.4,1,10,396
one_point,roulette,0.5,1,10,418
one_point,roulette,0.6,1,10,436
one_point,roulette,0.7,1,10,450
one_point,roulette,0.8,1,10,403
one_point,roulette,0.9,1,10,466
one_point,roulette,1,1,10,501
one_point,roulette,0,0,15,330
one_point,roulette,0.1,0,15,449
one_point,roulette,0.2,0,15,401
one_point,roulette,0.3,0,15,491
one_point,roulette,0.4,0,15,478
one_point,roulette,0.5,0,15,521
one_point,roulette,0.6,0,15,463
one_point,roulette,0.7,0,15,396
one_point,roulette,0.8,0,15,407
one_point,roulette,0.9,0,15,391
one_point,roulette,1,0,15,449
one_point,roulette,0,0.1,15,335
one_point,roulette,0.1,0.1,15,288
one_point,roulette,0.2,0.1,15,451
one_point,roulette,0.3,0.1,15,357
one_point,roulette,0.4,0.1,15,401
one_point,roulette,0.5,0.1,15,415
one_point,roulette,0.6,0.1,15,436
one_point,roulette,0.7,0.1,15,495
one_point,roulette,0.8,0.1,15,432
one_point,roulette,0.9,0.1,15,454
one_point,roulette,1,0.1,15,423
one_point,roulette,0,0.2,15,307
one_point,roulette,0.1,0.2,15,406
one_point,roulette,0.2,0.2,15,422
one_point,roulette,0.3,0.2,15,444
one_point,roulette,0.4,0.2,15,492
one_point,roulette,0.5,0.2,15,445
one_point,roulette,0.6,0.2,15,497
one_point,roulette,0.7,0.2,15,419
one_point,roulette,0.8,0.2,15,440
one_point,roulette,0.9,0.2,15,448
one_point,roulette,1,0.2,15,467
one_point,roulette,0,0.3,15,401
one_point,roulette,0.1,0.3,15,319
one_point,roulette,0.2,0.3,15,450
one_point,roulette,0.3,0.3,15,485
one_point,roulette,0.4,0.3,15,447
one_point,roulette,0.5,0.3,15,456
one_point,roulette,0.6,0.3,15,476
one_point,roulette,0.7,0.3,15,462
one_point,roulette,0.8,0.3,15,406
one_point,roulette,0.9,0.3,15,516
one_point,roulette,1,0.3,15,437
one_point,roulette,0,0.4,15,291
one_point,roulette,0.1,0.4,15,462
one_point,roulette,0.2,0.4,15,450
one_point,roulette,0.3,0.4,15,400
one_point,roulette,0.4,0.4,15,334
one_point,roulette,0.5,0.4,15,439
one_point,roulette,0.6,0.4,15,429
one_point,roulette,0.7,0.4,15,441
one_point,roulette,0.8,0.4,15,419
one_point,roulette,0.9,0.4,15,424
one_point,roulette,1,0.4,15,451
one_point,roulette,0,0.5,15,388
one_point,roulette,0.1,0.5,15,296
one_point,roulette,0.2,0.5,15,410
one_point,roulette,0.3,0.5,15,408
one_point,roulette,0.4,0.5,15,346
one_point,roulette,0.5,0.5,15,457
one_point,roulette,0.6,0.5,15,481
one_point,roulette,0.7,0.5,15,401
one_point,roulette,0.8,0.5,15,435
one_point,roulette,0.9,0.5,15,476
one_point,roulette,1,0.5,15,454
one_point,roulette,0,0.6,15,334
one_point,roulette,0.1,0.6,15,372
one_point,roulette,0.2,0.6,15,447
one_point,roulette,0.3,0.6,15,436
one_point,roulette,0.4,0.6,15,421
one_point,roulette,0.5,0.6,15,451
one_point,roulette,0.6,0.6,15,414
one_point,roulette,0.7,0.6,15,480
one_point,roulette,0.8,0.6,15,394
one_point,roulette,0.9,0.6,15,526
one_point,roulette,1,0.6,15,447
one_point,roulette,0,0.7,15,383
one_point,roulette,0.1,0.7,15,417
one_point,roulette,0.2,0.7,15,343
one_point,roulette,0.3,0.7,15,393
one_point,roulette,0.4,0.7,15,408
one_point,roulette,0.5,0.7,15,405
one_point,roulette,0.6,0.7,15,428
one_point,roulette,0.7,0.7,15,410
one_point,roulette,0.8,0.7,15,377
one_point,roulette,0.9,0.7,15,432
one_point,roulette,1,0.7,15,468
one_point,roulette,0,0.8,15,331
one_point,roulette,0.1,0.8,15,429
one_point,roulette,0.2,0.8,15,392
one_point,roulette,0.3,0.8,15,458
one_point,roulette,0.4,0.8,15,506
one_point,roulette,0.5,0.8,15,407
one_point,roulette,0.6,0.8,15,415
one_point,roulette,0.7,0.8,15,497
one_point,roulette,0.8,0.8,15,413
one_point,roulette,0.9,0.8,15,461
one_point,roulette,1,0.8,15,424
one_point,roulette,0,0.9,15,453
one_point,roulette,0.1,0.9,15,361
one_point,roulette,0.2,0.9,15,372
one_point,roulette,0.3,0.9,15,386
one_point,roulette,0.4,0.9,15,460
one_point,roulette,0.5,0.9,15,516
one_point,roulette,0.6,0.9,15,421
one_point,roulette,0.7,0.9,15,446
one_point,roulette,0.8,0.9,15,458
one_point,roulette,0.9,0.9,15,440
one_point,roulette,1,0.9,15,393
one_point,roulette,0,1,15,303
one_point,roulette,0.1,1,15,363
one_point,roulette,0.2,1,15,500
one_point,roulette,0.3,1,15,433
one_point,roulette,0.4,1,15,468
one_point,roulette,0.5,1,15,432
one_point,roulette,0.6,1,15,493
one_point,roulette,0.7,1,15,466
one_point,roulette,0.8,1,15,478
one_point,roulette,0.9,1,15,439
one_point,roulette,1,1,15,404
one_point,roulette,0,0,20,318
one_point,roulette,0.1,0,20,447
one_point,roulette,0.2,0,20,413
one_point,roulette,0.3,0,20,379
one_point,roulette,0.4,0,20,478
one_point,roulette,0.5,0,20,471
one_point,roulette,0.6,0,20,502
one_point,roulette,0.7,0,20,552
one_point,roulette,0.8,0,20,523
one_point,roulette,0.9,0,20,424
one_point,roulette,1,0,20,438
one_point,roulette,0,0.1,20,343
one_point,roulette,0.1,0.1,20,436
one_point,roulette,0.2,0.1,20,368
one_point,roulette,0.3,0.1,20,552
one_point,roulette,0.4,0.1,20,396
one_point,roulette,0.5,0.1,20,500
one_point,roulette,0.6,0.1,20,490
one_point,roulette,0.7,0.1,20,444
one_point,roulette,0.8,0.1,20,405
one_point,roulette,0.9,0.1,20,518
one_point,roulette,1,0.1,20,400
one_point,roulette,0,0.2,20,357
one_point,roulette,0.1,0.2,20,425
one_point,roulette,0.2,0.2,20,462
one_point,roulette,0.3,0.2,20,482
one_point,roulette,0.4,0.2,20,373
one_point,roulette,0.5,0.2,20,448
one_point,roulette,0.6,0.2,20,465
one_point,roulette,0.7,0.2,20,486
one_point,roulette,0.8,0.2,20,482
one_point,roulette,0.9,0.2,20,475
one_point,roulette,1,0.2,20,428
one_point,roulette,0,0.3,20,454
one_point,roulette,0.1,0.3,20,418
one_point,roulette,0.2,0.3,20,388
one_point,roulette,0.3,0.3,20,358
one_point,roulette,0.4,0.3,20,466
one_point,roulette,0.5,0.3,20,361
one_point,roulette,0.6,0.3,20,401
one_point,roulette,0.7,0.3,20,415
one_point,roulette,0.8,0.3,20,379
one_point,roulette,0.9,0.3,20,502
one_point,roulette,1,0.3,20,419
one_point,roulette,0,0.4,20,355
one_point,roulette,0.1,0.4,20,422
one_point,roulette,0.2,0.4,20,434
one_point,roulette,0.3,0.4,20,498
one_point,roulette,0.4,0.4,20,414
one_point,roulette,0.5,0.4,20,440
one_point,roulette,0.6,0.4,20,425
one_point,roulette,0.7,0.4,20,448
one_point,roulette,0.8,0.4,20,408
one_point,roulette,0.9,0.4,20,487
one_point,roulette,1,0.4,20,416
one_point,roulette,0,0.5,20,352
one_point,roulette,0.1,0.5,20,361
one_point,roulette,0.2,0.5,20,358
one_point,roulette,0.3,0.5,20,396
one_point,roulette,0.4,0.5,20,350
one_point,roulette,0.5,0.5,20,392
one_point,roulette,0.6,0.5,20,393
one_point,roulette,0.7,0.5,20,411
one_point,roulette,0.8,0.5,20,467
one_point,roulette,0.9,0.5,20,486
one_point,roulette,1,0.5,20,472
one_point,roulette,0,0.6,20,405
one_point,roulette,0.1,0.6,20,451
one_point,roulette,0.2,0.6,20,339
one_point,roulette,0.3,0.6,20,394
one_point,roulette,0.4,0.6,20,465
one_point,roulette,0.5,0.6,20,460
one_point,roulette,0.6,0.6,20,379
one_point,roulette,0.7,0.6,20,409
one_point,roulette,0.8,0.6,20,420
one_point,roulette,0.9,0.6,20,373
one_point,roulette,1,0.6,20,424
one_point,roulette,0,0.7,20,407
one_point,roulette,0.1,0.7,20,361
one_point,roulette,0.2,0.7,20,427
one_point,roulette,0.3,0.7,20,437
one_point,roulette,0.4,0.7,20,457
one_point,roulette,0.5,0.7,20,478
one_point,roulette,0.6,0.7,20,505
one_point,roulette,0.7,0.7,20,479
one_point,roulette,0.8,0.7,20,402
one_point,roulette,0.9,0.7,20,375
one_point,roulette,1,0.7,20,429
one_point,roulette,0,0.8,20,324
one_point,roulette,0.1,0.8,20,387
one_point,roulette,0.2,0.8,20,374
one_point,roulette,0.3,0.8,20,504
one_point,roulette,0.4,0.8,20,487
one_point,roulette,0.5,0.8,20,481
one_point,roulette,0.6,0.8,20,500
one_point,roulette,0.7,0.8,20,492
one_point,roulette,0.8,0.8,20,426
one_point,roulette,0.9,0.8,20,439
one_point,roulette,1,0.8,20,502
one_point,roulette,0,0.9,20,393
one_point,roulette,0.1,0.9,20,406
one_point,roulette,0.2,0.9,20,375
one_point,roulette,0.3,0.9,20,368
one_point,roulette,0.4,0.9,20,476
one_point,roulette,0.5,0.9,20,412
one_point,roulette,0.6,0.9,20,380
one_point,roulette,0.7,0.9,20,355
one_point,roulette,0.8,0.9,20,501
one_point,roulette,0.9,0.9,20,439
one_point,roulette,1,0.9,20,504
one_point,roulette,0,1,20,327
one_point,roulette,0.1,1,20,412
one_point,roulette,0.2,1,20,479
